name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
T9	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FT9	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FTT9h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
T7	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TP7	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TTP7h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
C5	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FTT7h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Ft7	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
10	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FFT7h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FC5	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCC5h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CCP5h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TPP5h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P7	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P9	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P11	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO11	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO9	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PPO7	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P5	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CPP5h	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CP3	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
C3	EEG	µV	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
